,Store,Address,지역구,,,,,,,,,,Service
2145,GS25역삼우리점,서울,강남구,"역삼로33길10,",1층,(역삼동,732),,,,,,CAFE25의약품택배현금 출금
2146,GS25역삼월드점,서울,강남구,"역삼로52길14,",103호,(역삼2동,"754-2,",도곡프라자),,,,,CAFE25치킨25의약품택배
2147,GS25역삼이담점,서울,강남구,테헤란로16길15,(역삼동,735-24),,,,,,,CAFE25치킨25의약품택배현금 입/출금현금 출금undefined
2148,GS25역삼제스트점,서울,강남구,"테헤란로53길48,",102호,(역삼동,695),,,,,,의약품택배현금 입/출금현금 출금
2149,GS25역삼제일점,서울,강남구,언주로108길6,(역삼1동,688-1),,,,,,,택배보조배터리대여현금 출금undefined
2150,GS25역삼지에스점,서울,강남구,"봉은사로30길78,",1층,(역삼동,668-21),,,,,,CAFE25의약품택배보조배터리대여현금 출금
2151,GS25역삼참마을점,서울,강남구,"논현로79길7,",1층(역삼1동,745-3),,,,,,,의약품택배보조배터리대여
2152,GS25역삼충현점,서울,강남구,논현로102길33(역삼1동,660-33),,,,,,,,로또판매의약품택배보조배터리대여현금 출금
2153,GS25역삼캐피탈점,서울,강남구,"논현로87길23,",1층,(역삼1동,"736-37,",소정빌딩),,,,,CAFE25의약품택배보조배터리대여현금 출금undefined
2154,GS25역삼코디점,서울,강남구,"논현로95길29-13,",1층,(역삼동,644-3),,,,,,CAFE25치킨25의약품택배현금 입/출금현금 출금undefined
2155,GS25역삼타운점,서울,강남구,언주로69길7(역삼2동,779),,,,,,,,로또판매CAFE25의약품보조배터리대여현금 출금
2156,GS25역삼태극점,서울,강남구,"테헤란로4길46,",B110호(역삼1동,"826-37,",쌍용플래티넘밸류),,,,,,CAFE25보조배터리대여현금 출금undefined
2157,GS25역삼테헤란점,서울,강남구,"테헤란로33길7,",1층,A호(역삼1동,678-28),,,,,,CAFE25의약품택배현금 출금
2158,GS25역삼프라임점,서울,강남구,테헤란로37길41,(역삼1동,673-18),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
2159,GS25역삼프리미엄점,서울,강남구,"논현로94길32,",1층,(역삼동,678-5),,,,,,CAFE25베이커리치킨25의약품택배현금 출금undefinedundefined
2160,GS25역삼하나점,서울,강남구,"도곡로13길19,",상가,102호,(역삼1동,"835-68,",롯데캐슬노블아파트),,,,의약품택배보조배터리대여현금 출금
2161,GS25역삼햇살점,서울,강남구,"논현로412,",104호,(역삼동,"727-14,",평화빌딩),,,,,CAFE25의약품택배현금 출금undefined
2162,GS25역삼행복점,서울,강남구,"언주로67길34,",1층,2호,(역삼동,778-6),,,,,CAFE25의약품택배현금 출금undefined
2163,GS25역삼행운점,서울,강남구,"논현로79길56,",101호,(역삼1동,741-41),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 입/출금현금 출금
2164,GS25역삼혜성점,서울,강남구,테헤란로34길17(역삼2동,723),,,,,,,,CAFE25치킨25의약품현금 출금
2165,GS25역삼효성점,서울,강남구,강남대로84길23,(역삼1동,"824-11,","한라클래식107,108,109호)",,,,,,CAFE25의약품택배보조배터리대여현금 출금TAX REFUND
2166,GS25역삼흑룡점,서울,강남구,역삼로11길5(역삼1동,752-23),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
2167,GS25역촌대로점,서울,은평구,"연서로92,",1층,(역촌동,"9-7,",서부빌딩),,,,,CAFE25치킨25의약품택배
2168,GS25역촌럭키점,서울,은평구,"서오릉로9길14-1,",1층,(역촌동,14-55),,,,,,CAFE25치킨25의약품택배현금 출금undefined
2169,GS25역촌부호점,서울,은평구,"역말로4길18,",103동,상가,"2호,3호",(역촌동,58-41),,,,CAFE25치킨25의약품택배현금 출금
2170,GS25역촌삼성점,서울,은평구,"서오릉로100,",1층,(대조동,89-280),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2171,GS25역촌점,서울,은평구,진흥로65,(역촌동,28-72),,,,,,,CAFE25의약품택배현금 출금
2172,GS25역촌진흥점,서울,은평구,"진흥로1길49,",1층(역촌동,23-1),,,,,,,CAFE25의약품택배보조배터리대여현금 출금
2173,GS25역촌평화점,서울,은평구,"은평로3길13,",1층,(역촌동,84-26),,,,,,CAFE25의약품택배보조배터리대여
2174,GS25역촌행운점,서울,은평구,"역말로69,",B동,1층,101호,(역촌동,"10-54,",벨라지움),,,CAFE25의약품택배보조배터리대여현금 출금
2175,GS25연남SCG점,서울,마포구,월드컵북로6길3(연남동,571-10),,,,,,,,치킨25의약품택배보조배터리대여현금 출금
2176,GS25연남게스트점,서울,마포구,"성미산로158,",1층,101호,(연남동,"239-46,",제이에스빌),,,,CAFE25의약품택배보조배터리대여현금 출금undefined
2177,GS25연남경성점,서울,마포구,성미산로112(연남동,504-1),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2178,GS25연남공원점,서울,마포구,동교로29길32(연남동,257-23),,,,,,,,의약품택배보조배터리대여현금 출금
2179,GS25연남동진점,서울,마포구,"성미산로191,",1층,코너,(연남동,226-23),,,,,CAFE25치킨25의약품택배
2180,GS25연남리치점,서울,마포구,연희로37(연남동,227-37),,,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금undefined
2181,GS25연남스타점,서울,마포구,"성미산로19길60,",1층,101호,(연남동,"478-18,",만민하늘애),,,,택배
2182,GS25연남제일점,서울,마포구,"연남로3길61,",1층,(연남동,565-1),,,,,,의약품택배현금 출금
2183,GS25연남타운점,서울,마포구,월드컵북로6길69(연남동,567-11),,,,,,,,CAFE25베이커리의약품택배현금 출금
2184,GS25연남하늘채점,서울,마포구,연남로31(연남동,509-22),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2185,GS25연남호호점,서울,마포구,"연희로1길45,",1층,(연남동,383-38),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
2186,GS25연대2점,서울,서대문구,연세로9길8(창천동,33-14),,,,,,,,CAFE25의약품택배보조배터리대여현금 입/출금현금 출금TAX REFUND
2187,GS25연대대신점,서울,서대문구,"봉원사길19,",1층,(대신동,124),,,,,,CAFE25치킨25의약품택배현금 출금
2188,GS25연대동문점,서울,서대문구,"봉원사길6,",1층(대신동,"125-27,",화인빌딩),,,,,,CAFE25의약품택배현금 출금
2189,GS25연대동문회관점,서울,서대문구,연세로50,(신촌동,"134,",연세대학교후생관(동문회관)지층),,,,,,의약품택배현금 출금
2190,GS25연대북문점,서울,서대문구,연희로26가길2(연희동,75-17),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
2191,GS25연대사랑점,서울,서대문구,"연희로12길23,",지층,(연희동,237-5),,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금
2192,GS25연대서문점,서울,서대문구,연희로10길86(연희동,28-19),,,,,,,,CAFE25의약품보조배터리대여
2193,GS25연대연희점,서울,서대문구,"연희로63,",1층,101호,(연희동,"218-1,",연희체스트빌),,,,CAFE25치킨25의약품택배현금 출금
2194,GS25연대학사점,서울,서대문구,"연세로50,",내국제2학사,(신촌동,"134,",연세대학교),,,,,의약품보조배터리대여현금 출금undefinedundefined
2195,GS25연서로점,서울,은평구,연서로162(대조동,223-13),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
2196,GS25연세빌딩점,서울,중구,"통일로10,",B1층(남대문로5가,"84-11,",세브란스빌딩),,,,,,택배
2197,GS25연세시티점,서울,서대문구,"연희로8길41,",층(연희동,292-11),,,,,,,CAFE25치킨25택배보조배터리대여
2198,GS25연신내대조점,서울,은평구,"통일로77길5,",1층(대조동,187-7),,,,,,,의약품택배보조배터리대여
2199,GS25연신내본점,서울,은평구,"통일로863-8,",1층,(갈현동,395-28),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
2200,GS25연신내연서점,서울,은평구,"연서로25길19,",1층,(갈현2동,136-23),,,,,,CAFE25의약품택배보조배터리대여현금 출금
2201,GS25연신내으뜸점,서울,은평구,"연서로28길6,",1층(대조동,198-3),,,,,,,CAFE25의약품택배보조배터리대여현금 출금undefined
2202,GS25연신내점,서울,은평구,"통일로80길1,",1층,(불광2동,"486-33,",홍의원빌딩),,,,,CAFE25의약품택배보조배터리대여현금 출금
2203,GS25연신내제일점,서울,은평구,"연서로26길11,",1층,(대조동,"196-25,",유진빌딩),,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
2204,GS25연희사랑점,서울,서대문구,연희로158(연희동,80-7),,,,,,,,CAFE25의약품보조배터리대여
2205,GS25연희성산점,서울,서대문구,"성산로317,",1층,102호,(연희동,420-1),,,,,의약품택배
2206,GS25연희성원점,서울,서대문구,"연희로32길48,",상가동,2층,203호,(연희동,"740,",연희동성원아파트),,,CAFE25
2207,GS25연희임광점,서울,서대문구,"연희로5길46,",1층,(연희동,219-13),,,,,,CAFE25치킨25의약품택배현금 출금
2208,GS25연희점,서울,서대문구,"증가로21-1,",1층(연희동,122-7),,,,,,,로또판매스포츠 토토CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금
2209,GS25연희진성점,서울,서대문구,"성산로384,",외2필지,1층,(연희동,"344-199,",진성빌딩),,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2210,GS25연희햇살점,서울,서대문구,가좌로31,(연희동,719-7),,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금
2211,GS25염창빌리지점,서울,강서구,"양천로69길19,",1층,"108,109호",(염창동,244-15),,,,,CAFE25치킨25의약품택배현금 출금
2212,GS25염창사랑점,서울,강서구,"양천로73길80,",상가동,103호,(염창동,"293,",한강동아아파트),,,,치킨25의약품택배보조배터리대여현금 출금
2213,GS25염창세빛점,서울,강서구,"공항대로65길51,",1층,101호,(염창동,"272-21,",대경캐슬),,,,CAFE25치킨25의약품택배현금 출금undefined
2214,GS25염창신동아점,서울,강서구,양천로67길32,(염창동,"289,","신동아아파트상가103,104호)",,,,,,CAFE25의약품택배보조배터리대여현금 출금
2215,GS25염창중동점,서울,강서구,"양천로75길25,",지하층,B01호,(염창동,"182-18,",금강빌라),,,,CAFE25치킨25의약품택배현금 출금
2216,GS25염창현대점,서울,강서구,"양천로75길50,",1층,(염창동,113-9),,,,,,CAFE25치킨25의약품택배
2217,GS25영등포경남점,서울,영등포구,영중로27길6(영등포동7가,69-9),,,,,,,,의약품택배
2218,GS25영등포고가점,서울,영등포구,"영신로32-2,",1층(영등포본동,618-372),,,,,,,의약품택배보조배터리대여현금 출금
2219,GS25영등포구청점,서울,영등포구,"당산로95,",상가,116호(당산동2가,"164,",현대),,,,,스포츠 토토
2220,GS25영등포그랜드점,서울,영등포구,"여의대방로43라길20,",1층,(신길동,"123-7,",21세기빌딩),,,,,CAFE25베이커리치킨25의약품택배
2221,GS25영등포당산점,서울,영등포구,선유동2로40(당산동5가,7-54),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2222,GS25영등포당일점,서울,영등포구,"영등포로27길8,",1층,(당산동1가,107),,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 입/출금현금 출금undefinedundefined
2223,GS25영등포대길점,서울,영등포구,대방천로233(신길6동,4062),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
2224,GS25영등포대신점,서울,영등포구,"도신로222,",1층,(신길동,156-3),,,,,,CAFE25치킨25의약품택배현금 출금undefined
2225,GS25영등포도림점,서울,영등포구,"도신로15길40,",101호(도림동,"226-1,",도림빌딩),,,,,,치킨25의약품택배보조배터리대여현금 출금
2226,GS25영등포로타리점,서울,영등포구,영중로31,(영등포동4가,65-2),,,,,,,CAFE25의약품택배보조배터리대여현금 출금undefined
2227,GS25영등포병원점,서울,영등포구,당산로33길9,(당산동3가,388-1),,,,,,,CAFE25치킨25의약품택배
2228,GS25영등포본점,서울,영등포구,경인로849(영등포동3가,10-11),,,,,,,,CAFE25의약품현금 출금undefined
2229,GS25영등포사랑점,서울,영등포구,영중로10길40(영등포동3가,13-2),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
2230,GS25영등포센트럴점,서울,영등포구,"문래로180,",104호,(영등포동4가,"443,",푸르지오시티상가104호105호),,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금
2231,GS25영등포시장역점,서울,영등포구,영중로65,(영등포동6가,10),,,,,,,CAFE25의약품택배현금 출금undefined
2232,GS25영등포씨티점,서울,영등포구,"경인로882,",101호(영등포동1가,"113-1,",여의도시티아이),,,,,,CAFE25의약품택배보조배터리대여현금 입/출금현금 출금
2233,GS25영등포아크로점,서울,영등포구,국회대로54길10,(영등포동7가,145-8),,,,,,,CAFE25치킨25의약품택배현금 출금
2234,GS25영등포역점,서울,영등포구,"경인로102길4,",1층,영등포,(영등포동,618-91),,,,,현금 출금
2235,GS25영등포영달점,서울,영등포구,"영신로24길18-1,",2층,(영등포동4가,428-13),,,,,,의약품택배보조배터리대여undefined
2236,GS25영등포영림점,서울,영등포구,"영중로52-1,",",26-4",(영등포동5가,27-6),,,,,,CAFE25의약품택배보조배터리대여현금 출금undefined
2237,GS25영등포우성점,서울,영등포구,"대방천로181-1,",1층,(신길동,3743),,,,,,CAFE25치킨25의약품택배현금 출금
2238,GS25영등포우신점,서울,영등포구,"신길로205,",1층,(신길동,220-35),,,,,,CAFE25의약품택배보조배터리대여현금 출금
2239,GS25영등포청과점,서울,영등포구,영신로175,(당산동3가,1-6),,,,,,,치킨25의약품택배보조배터리대여현금 출금
2240,GS25영등포충무점,서울,영등포구,영신로32길20(영등포동4가,116-1),,,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금undefined
2241,GS25영등포칠성점,서울,영등포구,"도신로193,",1층,(신길동,192-206),,,,,,
2242,GS25영등포타운점,서울,영등포구,당산로20길9-2,(당산동1가,296),,,,,,,CAFE25의약품택배보조배터리대여현금 출금
2243,GS25영등포평화점,서울,영등포구,"여의대방로9길6-2,",1층,(신길동,"4474,",제원빌라),,,,,CAFE25치킨25의약품택배현금 입/출금현금 출금
2244,GS25영등포프레비뉴점,서울,영등포구,"가마산로442,",상가동,B222호,(신길동,"329-94,",래미안영등포프레비뉴),,,,CAFE25의약품택배현금 출금
2245,GS25영등포행운점,서울,영등포구,"영등포로86가길23,",1층,(신길동,95-214),,,,,,CAFE25의약품택배현금 출금
2246,GS25영등포현대점,서울,영등포구,영등포로33길3-1,(영등포동6가,83),,,,,,,CAFE25의약품택배현금 출금
2247,GS25영등포호수점,서울,영등포구,"도림로273,",1층,(신길동,355-165),,,,,,CAFE25치킨25의약품택배
2248,GS25예술의전당점,서울,서초구,"반포대로5길25,",1층,(서초동,"1472-16,",우일빌딩),,,,,CAFE25치킨25의약품택배현금 출금
2249,GS25오금공원점,서울,송파구,중대로36길11(오금동,88),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2250,GS25오금후레쉬점,서울,송파구,"동남로23길29,",1층(오금동,58-10),,,,,,,CAFE25의약품보조배터리대여현금 출금
2251,GS25오류다숲점,서울,구로구,서해안로2317,(오류동,68-6),,,,,,,의약품택배현금 입/출금현금 출금
2252,GS25오류동역점,서울,구로구,서해안로2356(오류2동,138-27),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
2253,GS25오류로얄점,서울,구로구,오류로8길71-1,(오류동,137-19),,,,,,,CAFE25치킨25의약품택배현금 출금
2254,GS25오류소담점,서울,구로구,"고척로3길3,",102호,(오류동,6-137),,,,,,CAFE25치킨25의약품택배현금 출금
2255,GS25오류시장1호점,서울,구로구,"경인로23길8,","112,113호",(오류동,38-1),,,,,,CAFE25의약품현금 출금
2256,GS25오류은서점,서울,구로구,"경인로20가길68,",단지상가동,"123,124,125호",(오류동,64-25),,,,,CAFE25치킨25의약품택배현금 출금
2257,GS25오류팰리스점,서울,구로구,"경인로240,",상가,102동,103호(오류1동,"33-33,",라온팰리스),,,,CAFE25의약품택배현금 출금undefined
2258,GS25오류행운점,서울,구로구,경인로15길80-4,(오류1동,4-1),,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금
2259,GS25오목로점,서울,양천구,신정동86-8,하버드,102,,,,,,,치킨25의약품
2260,GS25오크우드점,서울,강남구,"테헤란로87길46,",지하1층,삼성동,(삼성1동,159),,,,,CAFE25의약품택배TAX REFUND
2261,GS25오퓨런스점,서울,서초구,"서초대로254,",104호(서초3동,"1553-5,",오퓨런스빌딩),,,,,,의약품택배
2262,GS25옥수상떼뷰점,서울,성동구,"독서당로166,",제1층,제상가,"102호,",103호,(옥수동,475),,,CAFE25치킨25의약품현금 출금
2263,GS25옥수이편한점,서울,성동구,옥수동526,일원,2블럭상가,1층,"2103,2104호",,,,,CAFE25치킨25의약품택배현금 출금
2264,GS25옥수점,서울,성동구,"한림말5길7,",1층,(옥수동,365-21),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2265,GS25온수동진점,서울,구로구,온수동45-5번지,,,,,,,,,CAFE25치킨25의약품택배현금 출금
2266,GS25온수부일로점,서울,구로구,부일로7길3,(온수동,9-8),,,,,,,CAFE25치킨25의약품택배
2267,GS25온수아람점,서울,구로구,"부일로1길110,","101호,",102호,(온수동,75-4),,,,,CAFE25치킨25의약품택배현금 출금
2268,GS25온수역점,서울,구로구,"경인로3길77,",1층,"4,5호(온수동","52,",세건빌딩),,,,,CAFE25치킨25의약품택배현금 출금
2269,GS25온수현대점,서울,구로구,"부일로9길135-4,",1층,(온수동,130-4),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2270,GS25올림픽2호점,서울,송파구,올림픽로424,(방이2동,"88,",올림픽공원),,,,,,
2271,GS25올림픽3호점,서울,송파구,올림픽로424,(방이2동,"88,",올림픽공원),,,,,,
2272,GS25올림픽공원점,서울,송파구,올림픽로424,(방이2동,"88,",올림픽공원),,,,,,보조배터리대여
2273,GS25올림픽점,서울,송파구,백제고분로509(방이2동,51-11),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2274,GS25왕십리도선점,서울,성동구,왕십리로20길8,(도선동,"29,",태영빌딩),,,,,,CAFE25의약품택배현금 출금
2275,GS25왕십리동진점,서울,성동구,"왕십리로33길2-1,",동진수퍼,(하왕십리동,877),,,,,,의약품택배
2276,GS25왕십리무학봉점,서울,성동구,무학봉길58-1,(하왕십리동,980-22),,,,,,,CAFE25치킨25의약품택배현금 출금
2277,GS25왕십리사랑점,서울,성동구,"왕십리로26길7,",GS25왕십리사랑점,(도선동,311-35),,,,,,CAFE25치킨25의약품택배현금 입/출금현금 출금
2278,GS25왕십리센트라스점,서울,성동구,하왕십리동700번지,일대상가,J동,140호,,,,,,CAFE25치킨25의약품
2279,GS25왕십리청계천점,서울,성동구,"청계천로442,","101호,102호",(상왕십리동,"12-45,",동일빌딩),,,,,CAFE25치킨25의약품택배현금 출금
2280,GS25왕십리텐즈힐점,서울,성동구,하왕십리동339-67번지,왕십리뉴타운1구역,151동,1층,102호,,,,,CAFE25치킨25의약품택배현금 출금
2281,GS25외대2점,서울,동대문구,휘경로10(이문1동,288-39),,,,,,,,CAFE25의약품택배현금 출금
2282,GS25외대경희점,서울,동대문구,"천장산로7길19,",1층(이문1동,264-293),,,,,,,CAFE25치킨25의약품택배현금 출금undefined
2283,GS25외대스타점,서울,동대문구,이문로100(이문1동,287-22),,,,,,,,의약품
2284,GS25외대이문점,서울,동대문구,천장산로6길8(이문1동,264-12),,,,,,,,의약품택배현금 출금
2285,GS25외대후레쉬점,서울,동대문구,"천장산로9길4,",B1호,층(이문1동,264-206),,,,,,치킨25의약품택배보조배터리대여현금 출금undefined
2286,GS25외대휘경점,서울,동대문구,"휘경로30,",1층,(휘경1동,163-18),,,,,,CAFE25의약품택배보조배터리대여현금 출금
2287,GS25외야1루점,서울,송파구,올림픽로25,(잠실동,10),,,,,,,
2288,GS25외야3루점,서울,송파구,올림픽로25,(잠실동,10),,,,,,,
2289,GS25용강드림점,서울,마포구,"대흥로6길13,",1층,전체,(용강동,494-58),,,,,CAFE25치킨25의약품택배현금 출금undefinedundefined
2290,GS25용곡삼거리점,서울,광진구,"용마산로174,",상가동,105호,(중곡동,"292,",SK아파트),,,,CAFE25의약품택배보조배터리대여현금 출금
2291,GS25용답드림점,서울,성동구,"천호대로276,",1층,일부,(용답동,103-9),,,,,CAFE25치킨25의약품택배현금 출금undefined
2292,GS25용답로데오점,서울,성동구,"용답중앙15길8-1,",1층,(용답동,"14-9,",성신독서실),,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2293,GS25용두동아점,서울,동대문구,"무학로111,",1층,(용두동,235-25),,,,,,CAFE25치킨25의약품택배현금 출금
2294,GS25용두드림점,서울,동대문구,"왕산로72,",130호,(용두동,"112-8,",동대문한양아이클래스),,,,,의약품택배보조배터리대여현금 출금
2295,GS25용두사랑점,서울,동대문구,"천호대로17길66,",1층(용두동,105-16),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 입/출금현금 출금
2296,GS25용두타운점,서울,동대문구,"왕산로28길29,",1층,(용두동,26-20),,,,,,CAFE25치킨25의약품택배현금 출금undefined
2297,GS25용마산역점,서울,중랑구,면목로247,(면목4동,"372-20,",gs25시),,,,,,로또판매CAFE25치킨25의약품택배보조배터리대여undefined
2298,GS25용마파크점,서울,중랑구,"용마산로248,","제B02호,제B03호(면목7동",1502-2),,,,,,,CAFE25베이커리치킨25의약품택배
2299,GS25용산LS타워점,서울,용산구,"한강대로92,",지하1층,(한강로2가,"191,",LS용산타워지하아케이드),,,,,보조배터리대여
2300,GS25용산갈월점,서울,용산구,"한강대로96길8,",1층,(갈월동,8-13),,,,,,의약품택배
2301,GS25용산경리단점,서울,용산구,"녹사평대로234,",101호,(이태원2동,671),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2302,GS25용산고바우점,서울,용산구,"신흥로29,",1층,(용산동2가,"5-754,",고바우슈퍼),,,,,CAFE25의약품현금 출금
2303,GS25용산국제점,서울,용산구,"한강대로30길25,",B-21,(한강로2가,"419,",아스테리움,용산),,,,보조배터리대여
2304,GS25용산그린점,서울,용산구,"두텁바위로13,",101호,#NAME?,"53-19,",그린빌파크),,,,,스포츠 토토CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
2305,GS25용산동자점,서울,용산구,"한강대로104길51,",1층(동자동,19-40),,,,,,,스포츠 토토CAFE25의약품택배보조배터리대여현금 출금undefined
2306,GS25용산리버티점,서울,용산구,"신흥로7길34,",1층,(용산동2가,36),,,,,,의약품택배현금 출금
2307,GS25용산만리재점,서울,용산구,"만리재로136,",1층,(서계동,267-6),,,,,,의약품택배
2308,GS25용산보광점,서울,용산구,"보광로46,","105,106호",(보광동,"259-1,",용호빌딩),,,,,스포츠 토토CAFE25치킨25의약품택배현금 출금
2309,GS25용산삼각지점,서울,용산구,"한강대로62나길2,",외1필지(한강로1가,196-1),,,,,,,CAFE25의약품택배현금 출금
2310,GS25용산서빙고점,서울,용산구,"서빙고로51길4,",1층,(서빙고동,199-5),,,,,,CAFE25치킨25의약품택배현금 출금undefinedundefined
2311,GS25용산소월점,서울,용산구,"신흥로20길18,",1층,(용산동2가,"1-458,",이화해법학원),,,,,CAFE25치킨25의약품택배
2312,GS25용산신계점,서울,용산구,"새창로45길79,",102~103호(신계동,7-14),,,,,,,CAFE25의약품보조배터리대여현금 출금undefined
2313,GS25용산신동아점,서울,용산구,이촌로347,(서빙고동,241-5),,,,,,,택배현금 입/출금현금 출금undefined
2314,GS25용산아스테리움점,서울,용산구,"한강대로372,",D동,"223,224호",(동자동,"45,",센트레빌,아스테리움서울),,,CAFE25택배보조배터리대여undefined
2315,GS25용산원효점,서울,용산구,원효로41길14,(원효로3가,43-21),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 입/출금현금 출금
2316,GS25용산으뜸점,서울,용산구,"백범로90길74,",상가,101동,101호(문배동,"11-14,",용산이안),,,,CAFE25의약품
2317,GS25용산전자타운점,서울,용산구,"원효로58길42,",1층,(신계동,27-20),,,,,,CAFE25현금 출금
2318,GS25용산전자회관점,서울,용산구,"청파로112,",15동,1층,가열28호(한강로3가,"3-23,",나진상가),,,,CAFE25의약품보조배터리대여
2319,GS25용산점,서울,용산구,한강대로49(한강로3가,40-678),,,,,,,,스포츠 토토CAFE25치킨25의약품택배보조배터리대여현금 출금
2320,GS25용산청파점,서울,용산구,청파로275,(청파동3가,24-4),,,,,,,의약품택배보조배터리대여현금 출금
2321,GS25용산파크자이점,서울,용산구,"한강대로205,",씨동,1층,"씨1호,",씨2호,(한강로1가,50-1),,,CAFE25치킨25의약품택배undefined
2322,GS25용산파크타워점,서울,용산구,용산동5가24-1,파크타워,제1층,제상가12호,,,,,,CAFE25치킨25의약품택배현금 입/출금현금 출금
2323,GS25용산포인트점,서울,용산구,한강대로303,(갈월동,69-65),,,,,,,CAFE25베이커리치킨25의약품택배현금 입/출금현금 출금undefined
2324,GS25용산프라임점,서울,용산구,"원효로90길11,",106호,(원효로1가,"41,",번지외,용산더프라임,주거복합),,,의약품택배보조배터리대여현금 출금
2325,GS25용산하얏트점,서울,용산구,"회나무로44길46,",302호(이태원2동,243-37),,,,,,,CAFE25베이커리의약품보조배터리대여현금 출금
2326,GS25용산하이엘점,서울,용산구,"새창로213-12,",106호,(한강로2가,"2-36,",한강현대하이엘),,,,,CAFE25의약품택배
2327,GS25용산한남점,서울,용산구,"독서당로77,",2층,(한남동,29-21),,,,,,CAFE25의약품
2328,GS25용산후암점,서울,용산구,"두텁바위로147,",103호,(후암동,"43-14,",티엠타운),,,,,CAFE25의약품택배보조배터리대여
2329,GS25우성스타점,서울,강동구,"양재대로114길31,",102호(길동,393-7),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 입/출금현금 출금
2330,GS25우신초교점,서울,영등포구,"도신로48길9-2,",1층,(신길동,"158-41,",푸른학원),,,,,치킨25의약품택배보조배터리대여현금 출금
2331,GS25우이성당점,서울,도봉구,우이천로48길20,(쌍문동,485-13),,,,,,,치킨25의약품택배현금 출금
2332,GS25우장산점,서울,강서구,우현로17,(우장산동,"84-5,",서흥빌딩),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
2333,GS25원효로점,서울,용산구,원효로255(원효로1가,39-6),,,,,,,,스포츠 토토CAFE25의약품택배현금 출금
2334,GS25원효타운점,서울,용산구,"새창로146,",1층,(원효로2가,96-1),,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금undefined
2335,GS25월계대양점,서울,노원구,월계로334(월계1동,635-4),,,,,,,,CAFE25의약품보조배터리대여현금 출금
2336,GS25월계미성점,서울,노원구,"마들로59,",상가동,112호,(월계동,"17,",월계미성아파트),,,,CAFE25의약품택배
2337,GS25월계성북역점,서울,노원구,석계로103(월계1동,410-7),,,,,,,,의약품택배보조배터리대여현금 출금
2338,GS25월계성원점,서울,노원구,"마들로3길37,",104호(월계3동,"322-1,",성원아파트4단지),,,,,,현금 출금
2339,GS25월계예지점,서울,노원구,초안산로1길18,(월계동,557),,,,,,,CAFE25치킨25의약품택배
2340,GS25월계주공점,서울,노원구,"월계로45길28,",1층(월계2동,"562,",월계아파트형공장),,,,,,스포츠 토토CAFE25의약품택배보조배터리대여현금 출금
2341,GS25월계중앙점,서울,노원구,"월계로370,","103,104호(월계3동","321-2,",희성프라자),,,,,,의약품보조배터리대여
2342,GS25월계청백점,서울,노원구,월계동780,"청백아파트.단지상가동104호,",105호,,,,,,,CAFE25치킨25의약품택배
2343,GS25월계초안점,서울,노원구,우이천로2가길21(월계2동,"898-4,",초안빌딩),,,,,,,치킨25의약품택배보조배터리대여현금 출금
2344,GS25월계타운점,서울,노원구,"월계로53길65,",1층,(월계동,272-38),,,,,,CAFE25치킨25의약품택배현금 출금
2345,GS25월계현대점,서울,노원구,"석계로9길49,","104호,",109호,(월계동,"482-7,",분산상가),,,,치킨25의약품택배보조배터리대여현금 출금
