date.gs,reg_02.gs,마스크,스타킹,스테디셀러,일회용품,"계절성(여름,겨울)",00~19,20~39,40~59,60~99,F,M,temp_max,wind_max,temp_min,temp_avg,wa_avg,rain_sum,temp_range,rain
2018-06-12,3분위수,35,91,11430,428,9906,546,14554,6349,469,13647,8271,27,3.8,15.9,20.8,1.4,0.3,11.1,Y
2018-06-12,4분위수,91,308,26262,990,24668,714,34950,14963,1755,31450,20932,27,3.7,16.8,21.2,1.5,1.3,10.3,Y
2018-06-13,1분위수,21,42,8117,203,8434,385,10237,5893,337,9797,7055,26.6,4.5,18.7,22.3,1.6,0,8,N
2018-06-13,2분위수,70,91,13407,400,12196,546,16930,8014,716,16178,10028,26.8,3.8,18.2,22,1.4,0,8.6,N
2018-06-13,3분위수,35,28,13308,322,12653,574,16898,8123,758,16643,9710,26.6,3.6,17.1,21.6,1.2,0,9.5,N
2018-06-13,4분위수,154,280,27409,907,26726,819,37293,16102,1473,33284,22403,26.7,3.8,18.2,22.1,1.5,0,8.6,N
2018-06-14,1분위수,7,49,8303,302,6845,560,10127,4868,350,8898,7007,25.4,3.8,18.5,21.7,1.5,26.2,7,Y
2018-06-14,2분위수,56,112,11346,484,9184,637,14971,5756,505,13951,7918,25.3,3.9,18.2,21.4,1.7,19.7,7.1,Y
2018-06-14,3분위수,35,63,10602,357,9159,756,14004,5680,455,12589,8306,25.3,3.2,18.1,21.1,1.4,22.9,7.2,Y
2018-06-14,4분위수,211,175,23459,837,21394,868,32158,12905,1672,26643,20960,25.6,3.5,18.5,21.8,1.5,18.6,7.2,Y
2018-06-15,1분위수,21,77,8939,308,8516,504,10971,6113,315,10409,7494,26.5,4.3,17.4,21.6,2.2,7.2,9,Y
2018-06-15,2분위수,49,112,12962,492,10557,644,15566,7577,448,15809,8426,26.3,4.6,17.1,21.4,2.6,1.8,9.2,Y
2018-06-15,3분위수,49,56,11368,336,10820,596,14502,6978,623,13688,9011,26.4,4,16.7,21.2,2.2,4.9,9.7,Y
2018-06-15,4분위수,126,217,27222,858,25632,1002,37197,14494,1425,31491,22627,26.8,4.1,17.4,21.7,2,3.1,9.4,Y
2018-06-16,1분위수,42,84,9223,280,10641,560,12372,6855,483,12019,8251,28.6,3.3,16.5,22.3,1.6,0,12.1,N
2018-06-16,2분위수,42,154,13307,485,13854,518,18980,7889,455,17238,10604,28.9,3.7,16.4,22.2,1.6,0,12.5,N
2018-06-16,3분위수,21,35,13131,470,13126,764,17146,7813,1060,16147,10636,28.6,2.8,14.9,21.6,1.4,0,13.7,N
2018-06-16,4분위수,119,224,28656,1062,30348,1064,41279,16182,1891,35407,25009,28.8,3.2,16.4,22.2,1.6,0,12.3,N
2018-06-17,1분위수,42,77,7916,217,8409,364,10380,5392,525,9473,7188,27.7,3.4,18.9,22.8,1.2,0,8.8,N
2018-06-17,2분위수,77,42,12182,414,10602,546,16348,5982,448,14081,9243,28.2,3,18.3,22.5,1.1,0,9.9,N
2018-06-17,3분위수,70,63,12540,266,11711,539,16600,6768,743,14690,9960,27.5,2.9,17.6,22.1,0.9,0,9.9,N
2018-06-17,4분위수,169,154,26093,744,27440,952,37895,13914,1839,32404,22196,27.7,3.2,18.5,22.6,1.2,0,9.2,N
2018-06-18,1분위수,21,63,10252,315,10571,777,12817,6869,759,11769,9453,30.7,4,20,25,1.5,0,10.7,N
2018-06-18,2분위수,84,133,13371,463,14073,532,19094,7601,897,17106,11018,31.3,3.4,19.7,25,1.3,0,11.6,N
2018-06-18,3분위수,49,56,12574,407,12564,637,16741,7563,709,15606,10044,30.8,3.3,18.8,24.4,1.3,0,11.9,N
2018-06-18,4분위수,133,224,27108,941,29340,994,39945,15388,1419,33530,24216,30.9,3.2,19.9,24.8,1.4,0,10.9,N
2018-06-19,1분위수,35,77,8374,182,7645,483,10159,5215,456,8873,7440,27.4,4.1,19.3,22.6,1.8,0,8.1,N
2018-06-19,2분위수,42,84,10729,555,9905,469,14670,5637,539,13918,7397,28,3.8,18.5,22.5,1.4,0,9.5,N
2018-06-19,3분위수,35,35,10427,315,9972,651,13873,5670,590,13066,7718,27.5,3.1,17.8,22.1,1.3,0,9.7,N
2018-06-19,4분위수,84,231,22239,829,21891,855,30364,12173,1910,26911,18391,27.5,3.5,18.8,22.4,1.4,0,8.6,N
2018-06-20,1분위수,14,63,7424,287,8390,497,9785,5581,315,9040,7138,29,4.4,19.3,22.9,2.1,0,9.8,N
2018-06-20,2분위수,56,175,10443,484,10045,476,13923,6440,371,12808,8402,29.8,3.8,18.7,22.8,1.6,0,11.1,N
2018-06-20,3분위수,91,98,10603,372,10493,504,14826,5569,758,13341,8316,29.5,3.5,18.3,22.6,1.7,0,11.2,N
2018-06-20,4분위수,98,224,23362,955,27122,924,34484,14645,1715,30523,21245,29.1,3.9,19,22.7,1.9,0,10.1,N
2018-06-21,1분위수,63,35,7820,252,8060,588,10200,5077,372,9063,7174,28.8,4.3,19.2,23.8,2.1,0,9.6,N
2018-06-21,2분위수,14,133,10655,435,11738,455,15797,6225,498,13819,9156,29.6,3.9,19.2,23.8,1.6,0,10.4,N
2018-06-21,3분위수,56,70,10147,308,12118,694,15286,5997,736,12999,9714,29,4,18.2,23.3,1.7,0,10.8,N
2018-06-21,4분위수,63,273,24533,928,25976,994,34679,14324,1790,29345,22442,28.9,4.1,19.2,23.6,1.9,0,9.7,N
2018-06-22,1분위수,35,28,8580,413,10254,392,12098,6379,441,10822,8488,32.6,4.6,18.7,25.4,1.6,0,13.8,N
2018-06-22,2분위수,91,91,11152,654,14230,681,17144,7798,595,15684,10534,33,3.5,18.2,25.2,1.3,0,14.7,N
2018-06-22,3분위수,70,98,10284,371,12789,637,14505,7762,708,14704,8908,32.5,3.5,16.8,24.5,1.3,0,15.7,N
2018-06-22,4분위수,168,259,26069,1019,29705,1206,37733,16707,1637,33594,23689,32.6,3.5,18.2,25,1.4,0,14.4,N
2018-06-23,1분위수,35,56,9816,281,11901,602,13162,7828,497,12436,9653,29.1,4.6,21.1,24.5,2.1,0,8,N
2018-06-23,2분위수,63,77,15298,463,16216,772,21939,8916,490,19192,12925,29.7,3.9,20.4,24.4,1.6,0,9.3,N
2018-06-23,3분위수,35,98,14258,421,14938,687,19388,9050,625,17051,12699,29.6,3.8,19.7,24.1,1.6,0,9.9,N
2018-06-23,4분위수,189,217,34975,1046,35715,1297,49001,19772,2093,42208,29955,29.4,3.7,21,24.5,1.7,0,8.4,N
2018-06-24,1분위수,70,49,8101,196,10857,498,11876,6338,561,11019,8254,32,4,20.1,25.3,2,0,11.9,N
2018-06-24,2분위수,35,70,11786,350,13230,813,17240,6900,525,15292,10186,33,3.3,19.8,25.2,1.6,0,13.2,N
2018-06-24,3분위수,28,70,12303,343,14106,476,17044,8419,925,16906,9958,32.5,3.4,19,24.9,1.5,0,13.5,N
2018-06-24,4분위수,252,119,24973,935,32986,995,39752,16271,2247,35194,24071,32.3,3.6,19.7,25,1.6,0,12.6,N
2018-06-25,1분위수,28,63,6478,344,10707,505,9797,6792,554,10093,7555,33.1,3.2,21.5,27.1,1.3,0,11.6,N
2018-06-25,2분위수,42,105,9897,407,11273,743,14125,6338,567,13237,8536,33.3,2.8,21,26.8,1.2,0,12.3,N
2018-06-25,3분위수,35,56,8855,294,10106,581,12855,5249,738,11799,7624,33,2.7,20,26.4,1,0,13.1,N
2018-06-25,4분위수,84,273,20158,1004,26422,826,33597,11815,1878,28444,19672,33.3,3,21,27.1,1.2,0,12.3,N
2018-06-26,1분위수,14,112,8867,287,5645,526,9767,5040,217,8374,7176,27.1,7,19.8,22.3,2.7,74.2,7.3,Y
2018-06-26,2분위수,0,98,10993,415,6924,574,12975,5206,539,11722,7572,26.7,6.2,19.4,22,2.4,68.3,7.3,Y
2018-06-26,3분위수,21,35,10476,379,7803,553,12505,5845,464,11842,7525,26.5,5.7,19.2,21.9,2.2,74.6,7.2,Y
2018-06-26,4분위수,77,161,27122,942,17275,721,33148,12863,1565,28227,20070,27.4,5.2,19.7,22.4,2.4,71.2,7.6,Y
2018-06-27,1분위수,42,7,9500,280,8676,427,11277,6409,399,10985,7527,26,5,19.2,22.6,2.1,0.5,6.8,Y
2018-06-27,2분위수,28,126,13385,449,10825,497,16329,7483,546,15245,9610,26.4,3.9,18.8,22.2,1.7,1,7.6,Y
2018-06-27,3분위수,77,56,12250,357,10533,686,15275,6731,609,14142,9159,25.9,3.7,18.8,22.3,1.5,1.1,7.1,Y
2018-06-27,4분위수,182,203,28910,1140,26530,826,38584,16094,1580,32681,24403,22.4,4.1,14.8,18.3,1.8,0.4,7.3,Y
2018-06-28,1분위수,21,63,8836,288,7405,539,10887,5926,414,9550,8216,27.8,5.2,19.5,23.3,1.3,17.1,8.3,Y
2018-06-28,2분위수,42,112,10497,449,8639,470,14683,5948,483,13471,8113,27.9,4.6,19,23,1.3,18.2,8.8,Y
2018-06-28,3분위수,42,91,9479,337,9314,581,13182,6108,441,11351,8961,27.5,4.6,19,22.9,1.1,17.3,8.6,Y
2018-06-28,4분위수,63,245,23290,962,19918,910,32129,13106,1446,28088,19503,27.7,4.2,19.4,23.2,1.4,10.6,8.3,Y
2018-06-29,1분위수,28,91,8677,280,9230,504,11931,5478,463,10440,7936,29.3,3.5,21.5,24.7,1.6,2.2,7.8,Y
2018-06-29,2분위수,28,98,11449,512,12205,413,16468,7159,399,15174,9265,29.9,3,21.2,24.6,1.2,2.3,8.7,Y
2018-06-29,3분위수,7,63,11251,378,11531,624,15055,6356,1293,14713,8615,29.1,2.8,20.7,24.3,1.2,3.2,8.4,Y
2018-06-29,4분위수,98,273,25421,1139,26586,1100,35614,15467,1588,31726,22043,29.2,2.9,21.4,24.7,1.3,1.1,7.9,Y
2018-06-30,1분위수,28,49,8662,294,9245,504,12344,5790,456,10710,8384,28.9,4.5,21.8,24.5,1,12.3,7,Y
2018-06-30,2분위수,28,56,14026,407,12712,680,17769,9224,779,16499,11953,29,4.6,21.2,24.4,1,10.4,7.8,Y
2018-06-30,3분위수,21,63,13630,308,10960,357,17063,7527,820,15340,10427,28.5,3.6,20.6,23.9,0.9,23.1,7.8,Y
2018-06-30,4분위수,98,147,28812,941,28588,1043,42285,16013,1731,35278,25794,29.3,4,21.4,24.9,0.9,6.4,7.8,Y
2018-07-01,1분위수,14,35,7895,252,6671,385,9760,4595,512,9314,5938,23.3,3.4,20.8,22,1.3,80.6,2.5,Y
2018-07-01,2분위수,21,98,11412,352,8427,441,13520,6519,462,12197,8745,23.2,4.2,20.4,21.6,1.8,75.3,2.8,Y
2018-07-01,3분위수,14,35,12666,245,8441,539,14276,6285,686,12561,9225,22.8,3.4,20.5,21.5,1.2,76.7,2.4,Y
2018-07-01,4분위수,63,105,27252,759,19521,812,33851,13234,1249,28446,20700,23.8,3.4,20.7,21.9,1.5,80.9,3.1,Y
2018-07-02,1분위수,7,42,7997,203,5540,343,8570,4953,322,7910,6278,25.8,3,20.7,22.6,1.1,59.3,5.1,Y
2018-07-02,2분위수,28,154,10347,386,7501,623,13281,4821,462,12290,6897,26.2,4.1,20.3,22.6,1.5,57.3,5.9,Y
2018-07-02,3분위수,21,84,9661,273,6370,581,11226,4503,547,10625,6232,25.6,3.2,20.2,22.3,1.2,57.2,5.4,Y
2018-07-02,4분위수,42,210,23086,822,16151,771,28293,10887,1538,24085,17404,26.3,3.8,20.5,22.7,1.4,64.8,5.8,Y
2018-07-03,1분위수,56,84,6938,322,10415,462,11150,5838,470,10781,7139,32.8,4.4,22.4,27.2,1.4,1.2,10.4,Y
2018-07-03,2분위수,0,147,10272,568,12471,539,15269,7040,701,14447,9102,32.6,4.2,22.4,26.9,1.9,0.1,10.2,Y
2018-07-03,3분위수,21,84,8846,379,10035,539,12587,5798,518,11668,7774,32.3,3.9,21.8,26.3,1.3,0.2,10.4,Y
2018-07-03,4분위수,119,210,22325,820,27341,1283,33700,14089,1981,29263,21790,32.9,3.3,22.4,27.2,1.2,0,10.6,N
2018-07-04,1분위수,14,49,7115,266,10053,449,9845,6381,822,9831,7666,32.2,4.2,23.6,27.4,1.8,0,8.6,N
2018-07-04,2분위수,28,140,10361,499,12183,427,15549,6731,511,14263,8955,32.5,3.7,23.4,27.1,1.5,0,9.2,N
2018-07-04,3분위수,28,84,9760,287,10696,553,14457,5142,703,12684,8171,31.9,3.4,22.8,26.9,1.3,0,9.1,N
2018-07-04,4분위수,105,182,22414,990,27298,890,33883,14596,1697,29671,21395,31.8,3.4,23.7,27.1,1.4,0,8.1,N
2018-07-05,1분위수,14,84,8025,330,8792,518,10496,6350,224,9876,7712,30,4.6,22.8,25.4,1.8,3.4,7.1,Y
2018-07-05,2분위수,35,133,10247,436,10540,602,13989,6394,791,12792,8984,30.2,4.4,22.3,25,1.8,2.9,7.9,Y
2018-07-05,3분위수,28,77,9508,343,9116,750,12748,5750,527,12176,7599,29.6,4,22.2,24.8,1.5,1.8,7.4,Y
2018-07-05,4분위수,56,217,23005,1004,24144,841,32751,14508,1796,28139,21757,30.1,3.3,22.5,25.3,1.4,1.8,7.6,Y
2018-07-06,1분위수,35,84,9272,477,9309,483,12005,6338,414,10657,8583,27.6,4.6,21.7,24,2.8,0,5.9,N
2018-07-06,2분위수,21,91,11108,442,11432,420,15595,6313,773,13913,9188,27.1,5.1,21.2,23.4,3.3,0,5.9,N
2018-07-06,3분위수,35,49,10005,351,10268,462,13090,6743,441,12993,7743,27.3,4.4,21.2,23.5,2.8,0,6.1,N
2018-07-06,4분위수,70,273,26271,1004,26608,932,37109,14402,1804,32438,21809,27.9,4.2,21.7,24,2.5,0,6.2,N
2018-07-07,1분위수,77,42,8072,274,9687,322,10772,6539,519,10525,7627,28.9,4.3,19.7,23.6,2.6,0,9.3,N
2018-07-07,2분위수,42,84,11588,436,13143,602,16837,7553,308,15097,10203,28.5,5,19.3,23.1,2.9,0,9.2,N
2018-07-07,3분위수,49,49,11766,428,12017,581,14984,7965,779,14516,9793,28.4,4.1,19,23,2.5,0,9.4,N
2018-07-07,4분위수,70,175,25484,1018,29611,1050,37488,15936,1891,33033,23332,29.1,3.9,19.7,23.6,2.1,0,9.4,N
2018-07-08,1분위수,28,21,7711,224,9592,350,10627,6001,598,10058,7518,28,4,17.9,23.2,2,0,10.1,N
2018-07-08,2분위수,7,105,11501,358,10536,602,15214,6271,434,13637,8884,27.8,4.1,17.6,22.7,2.1,0,10.3,N
2018-07-08,3분위수,28,63,11693,413,12552,595,16753,6889,512,15123,9626,27.6,3.5,17.2,22.5,1.8,0,10.4,N
2018-07-08,4분위수,91,189,26749,835,28381,1296,38790,14188,2020,32460,23834,28.1,3.6,18.3,23.2,1.8,0,9.8,N
2018-07-09,1분위수,0,56,7634,231,5585,322,9296,4134,420,7621,6551,24.2,3.1,19.8,20.9,1.7,13,4.4,Y
2018-07-09,2분위수,49,77,10878,492,6699,632,12507,5421,392,11397,7555,23.6,3.5,19.2,20.4,2.2,12.3,4.4,Y
2018-07-09,3분위수,42,63,9332,400,6272,294,11164,4771,413,10253,6389,23.4,3.3,19.2,20.4,1.8,12.2,4.1,Y
2018-07-09,4분위수,63,182,22525,837,15297,700,28075,10690,1481,23481,17465,24.2,3.4,19.7,20.9,1.7,13.3,4.5,Y
2018-07-10,1분위수,21,91,7530,315,7379,280,9823,5269,385,8978,6779,26.6,2.3,20.4,23.9,1,19.7,6.2,Y
2018-07-10,2분위수,49,77,9955,470,8346,378,12029,6272,715,12311,7083,26.6,2.8,20,23.7,1.5,16,6.6,Y
2018-07-10,3분위수,21,35,9139,273,6967,434,11217,4525,658,9629,7205,22,2.4,15,23.5,1.1,19.1,6.5,Y
2018-07-10,4분위수,77,189,22592,879,19587,777,29162,12705,1860,26245,18259,27.1,2.7,20.4,24.2,1.2,11.7,6.6,Y
2018-07-11,1분위수,14,70,6907,182,7757,322,9318,5101,315,8412,6644,29.9,4.1,24.2,26.9,1.4,4.7,5.7,Y
2018-07-11,2분위수,49,147,10578,464,10814,399,14590,6573,658,13696,8524,30.8,3.8,23.9,26.8,1.2,2.6,6.8,Y
2018-07-11,3분위수,35,84,9904,385,9897,399,13786,5797,463,12083,8362,30.1,3.5,23.7,26.5,1.2,4.2,6.4,Y
2018-07-11,4분위수,35,217,22078,1019,23982,883,31978,13607,1311,28152,19627,30.4,3.7,24.4,27.2,1.3,2.7,6,Y
2018-07-12,1분위수,7,119,7564,294,9575,609,11510,5419,217,10622,7133,29.3,3.8,25.1,26.9,1.5,0.4,4.2,Y
2018-07-12,2분위수,14,77,9879,709,10315,462,13875,6419,504,13349,7911,29.6,3.1,24.5,26.7,1.1,0.5,5.1,Y
2018-07-12,3분위수,70,56,9369,400,9962,504,12905,6070,546,11880,8145,29.1,3.2,24,26.4,1.2,0.2,5.1,Y
2018-07-12,4분위수,204,266,22521,884,26470,969,33817,13992,1995,29754,21019,29.5,3.1,24.8,27,1.3,0.6,4.7,Y
2018-07-13,1분위수,7,112,7691,358,10079,238,11490,6182,351,10755,7506,31,3.7,24.6,27.3,1.7,0,6.4,N
2018-07-13,2분위수,14,112,10526,441,13417,364,15544,8091,511,14960,9550,31.8,3.2,24.2,27.3,1.3,0,7.6,N
2018-07-13,3분위수,42,56,9964,343,11425,525,14440,6178,708,13274,8577,31,3.1,23.6,27,1.3,0,7.4,N
2018-07-13,4분위수,56,119,23294,998,30479,840,35620,16405,2151,32336,22680,31.4,3,24.4,27.4,1.3,0,6.9,N
2018-07-14,1분위수,14,21,7704,281,10851,322,12073,5942,541,10860,8018,32.4,3.9,24.4,28,1.9,0,8,N
2018-07-14,2분위수,35,70,12005,471,16175,518,18814,8688,743,17547,11216,32.8,3.4,24.2,27.9,1.4,0,8.7,N
2018-07-14,3분위수,7,56,11790,400,13883,483,17079,7788,786,15692,10444,32.2,3.2,23.8,27.5,1.4,0,8.4,N
2018-07-14,4분위수,63,231,24255,1209,36880,996,40398,19135,2123,36270,26382,32.5,3.3,24.3,27.9,1.5,0,8.2,N
2018-07-15,1분위수,7,42,7875,189,10895,483,11588,6461,476,11082,7926,33.6,3.4,24.4,28.5,1.5,0,9.3,N
2018-07-15,2분위수,42,98,11107,428,14379,567,16931,7777,779,15424,10630,34,2.9,23.9,28.2,1.2,0,10,N
2018-07-15,3분위수,35,42,10599,301,12930,505,15628,7199,575,14287,9620,33.6,2.9,23.2,27.7,1.2,0,10.4,N
2018-07-15,4분위수,77,133,22630,870,33179,883,37705,16188,2113,32886,24003,33.5,3.2,24.1,28.1,1.3,0,9.4,N
2018-07-16,1분위수,7,70,6373,315,10047,385,10016,6040,378,9503,7316,33.9,3.6,24.2,28.9,1.6,0,9.7,N
2018-07-16,2분위수,49,112,8939,576,12685,371,13551,7542,911,14148,8227,34.2,3.1,23.8,28.7,1.3,0,10.3,N
2018-07-16,3분위수,21,7,8646,301,10993,483,12326,6407,759,12332,7643,33.8,3.3,23,28.2,1.2,0,10.9,N
2018-07-16,4분위수,133,210,19719,1132,30166,938,33360,14875,2194,29798,21569,33.9,3.2,24,28.7,1.4,0,9.9,N
2018-07-17,1분위수,21,28,6035,231,11526,364,11701,5461,315,9848,7993,26.8,3.7,18.3,22.5,1.6,0,8.2,N
2018-07-17,2분위수,14,91,9664,471,13517,588,15309,7103,757,14830,8927,32.5,3.2,23.5,27.9,1.3,0,9,N
2018-07-17,3분위수,21,63,8369,330,10819,427,12430,6205,540,11779,7823,32.4,3.3,22.6,27.4,1.3,0,9.9,N
2018-07-17,4분위수,63,175,20351,1005,27947,763,33395,13263,2120,29538,20003,32.1,3.5,23.7,27.8,1.4,0,8.4,N
2018-07-18,1분위수,28,49,7029,357,11021,455,10646,6850,533,10010,8474,28,3.8,17.9,22.8,1.5,0,10.2,N
2018-07-18,2분위수,21,70,10053,492,12029,526,14555,7149,435,13937,8728,34,3.3,23.4,28,1.3,0,10.6,N
2018-07-18,3분위수,42,70,9110,371,11123,449,12954,6745,568,12839,7877,33.5,3.1,22.4,27.6,1.2,0,11.1,N
2018-07-18,4분위수,28,147,21502,892,28041,1093,33081,14341,2095,29544,21066,33.8,3.3,23.4,28.2,1.4,0,10.4,N
2018-07-19,1분위수,7,49,7350,315,10711,518,10735,6766,420,10254,8185,34,3.2,23.5,28.7,1.6,0,10.5,N
2018-07-19,2분위수,42,147,9996,477,12630,462,15044,7007,786,14427,8872,34.2,3.2,22.9,28.4,1.4,0,11.2,N
2018-07-19,3분위수,35,98,8826,371,12815,707,13136,7177,1125,12942,9203,33.9,3.1,22,27.9,1.2,0,12,N
2018-07-19,4분위수,35,210,21401,978,31971,805,35617,16370,1803,30382,24213,33.6,3.2,23.1,28.3,1.5,0,10.5,N
2018-07-20,1분위수,21,84,7909,322,12646,483,13405,6526,568,11665,9317,34.6,3.3,24.6,29.6,1.5,0,10.1,N
2018-07-20,2분위수,35,119,11347,498,14499,518,16723,8486,771,16619,9879,34.9,2.8,24.2,29.2,1.2,0,10.8,N
2018-07-20,3분위수,28,56,10407,470,13324,539,15265,7489,992,15056,9229,34.4,2.8,23.2,28.6,1.1,0,11.2,N
2018-07-20,4분위수,98,217,23202,1097,35540,1523,39085,17416,2158,35076,25106,34.6,3.1,24.3,29.2,1.3,0,10.2,N
2018-07-21,1분위수,21,42,7253,287,12461,392,12353,6609,710,11064,9000,36.7,3.5,24.9,30.6,1.4,0,11.8,N
2018-07-21,2분위수,14,49,11225,449,16530,484,17487,9546,757,17675,10599,36.9,3,24.4,30.1,1.2,0,12.5,N
2018-07-21,3분위수,35,56,11102,490,15544,553,18016,7983,689,15979,11262,37,3.2,23.3,29.6,1.2,0,13.7,N
2018-07-21,4분위수,169,182,26070,1200,37914,1199,44191,18129,2030,39328,26221,36.8,3.4,24.4,30.3,1.4,0,12.4,N
2018-07-22,1분위수,28,7,7836,280,12262,518,12165,7175,555,11420,8993,38,3.6,25.4,31.6,1.4,0,12.6,N
2018-07-22,2분위수,7,91,11693,316,17474,511,19521,9057,492,17667,11914,37.9,3,25.1,31.4,1.3,0,12.8,N
2018-07-22,3분위수,21,63,12457,399,16551,721,17622,9792,1370,18615,10890,37.6,3.1,23.9,30.8,1.2,0,13.7,N
2018-07-22,4분위수,63,98,24661,878,37182,911,42707,17135,2136,37944,24945,38.1,2.9,25.2,31.5,1.3,0,12.9,N
2018-07-23,1분위수,21,63,7431,266,11939,399,11372,7387,562,11409,8311,35.6,3.6,29.1,31.7,1.8,0,6.5,N
2018-07-23,2분위수,35,98,9192,463,13043,350,14362,7340,786,14135,8703,35.6,3.2,28.2,31.2,1.3,0,7.3,N
2018-07-23,3분위수,14,70,9589,385,11997,539,13850,6930,736,14061,7994,35.5,3,27.5,30.8,1.3,0,8,N
2018-07-23,4분위수,70,154,21564,1054,31063,847,35139,16051,1868,31431,22474,35.9,3.5,28.8,31.4,1.6,0,7.1,N
2018-07-24,1분위수,28,21,7442,245,13686,470,13367,7031,554,12217,9205,36.5,3.9,27.2,31.5,1.5,0,9.3,N
2018-07-24,2분위수,14,56,10202,406,13793,681,14798,8431,561,14658,9813,30.7,2.8,20.8,25.1,1.3,0,10,N
2018-07-24,3분위수,14,77,9010,302,11627,616,13392,6327,709,13203,7841,36.3,3.1,25.8,30.6,1.2,0.1,10.6,Y
2018-07-24,4분위수,147,154,21785,949,34926,1025,36523,18356,2071,34638,23337,36.6,3.2,26.9,31.3,1.3,0,9.7,N
2018-07-25,1분위수,14,70,7224,231,11826,645,11810,6194,716,10722,8643,33.8,4.2,27.8,30.1,2.4,0,6,N
2018-07-25,2분위수,77,91,11056,505,14098,693,16347,7686,1101,15376,10451,28.4,3.4,21.1,24,1.7,0,6.8,N
2018-07-25,3분위수,21,35,9719,477,10761,469,13416,6441,694,12560,8460,33.8,3.3,27.1,29.8,1.7,0,6.7,N
2018-07-25,4분위수,70,217,23513,1054,33265,1164,37069,18044,1842,34160,23959,34,3.6,27.3,30,1.9,0,6.7,N
2018-07-26,1분위수,14,14,7626,308,12280,497,12885,6320,561,11145,9118,34.2,3.3,27.1,30,1.4,0,7.1,N
2018-07-26,2분위수,0,182,9846,660,13124,758,15432,6927,709,15098,8728,34.3,2.9,26.6,29.8,1.3,0,7.7,N
2018-07-26,3분위수,28,49,9755,357,11331,637,13333,7129,428,13269,8258,33.4,2.6,25.9,29.4,1.1,0,7.5,N
2018-07-26,4분위수,56,196,21337,1237,32198,1179,35997,16170,1685,31967,23064,33.7,3,26.8,29.9,1.5,0,7,N
2018-07-27,1분위수,7,35,8689,266,13053,441,13469,7648,506,11893,10171,35.6,3.5,27.1,30.9,1.6,0,8.4,N
2018-07-27,2분위수,21,56,10895,442,15225,547,16495,8706,975,15370,11353,36,3.1,26.6,30.7,1.3,0,9.5,N
2018-07-27,3분위수,21,21,9222,463,12355,462,14127,6896,639,13717,8407,35.4,2.9,26,30.4,1.2,0,9.4,N
2018-07-27,4분위수,98,210,23889,990,37235,1136,40621,18303,2404,36653,25811,35.6,3.6,26.9,30.7,1.5,0,8.7,N
2018-07-28,1분위수,21,49,7848,323,10535,336,12469,5992,801,11224,8374,35.5,4.6,27.3,29.8,1.2,7,8.2,Y
2018-07-28,2분위수,21,35,11743,456,15209,371,19076,8190,876,17260,11253,35.9,4.7,26.6,29.4,1.2,10.7,9.3,Y
2018-07-28,3분위수,14,63,10840,399,12642,595,15901,7125,905,15373,9153,36.1,3.7,26.6,29.4,1.1,4.3,9.5,Y
2018-07-28,4분위수,56,133,25529,927,36345,1387,43017,19289,2446,38197,27942,35.9,3.6,26.6,29.2,1.1,14.5,9.2,Y
2018-07-29,1분위수,7,14,6776,168,11673,301,10903,6205,1229,10703,7935,36.3,4.6,26.7,31.3,2.2,0,9.6,N
2018-07-29,2분위수,7,14,11326,393,13482,287,16449,7585,901,14561,10661,36.1,4.6,26,30.9,2.2,0,10.1,N
2018-07-29,3분위수,99,77,10550,344,13256,560,15281,7776,730,14839,9508,36,4.1,25.3,30.5,2,0,10.7,N
2018-07-29,4분위수,147,196,22384,863,33687,1192,38116,16052,1931,34424,22867,36.3,3.9,26.5,31.2,1.8,0,9.8,N
2018-07-30,1분위수,21,14,6459,273,10165,343,9707,6194,688,9546,7386,37.2,3.7,26.4,31.7,2,0,10.7,N
2018-07-30,2분위수,21,77,9786,413,11925,427,14235,6578,982,13433,8789,36.8,4,25.6,31.3,2.1,0,11.2,N
2018-07-30,3분위수,21,105,8704,357,11187,673,12899,6022,780,12360,8014,36.8,3.4,25.2,30.9,1.8,0,11.6,N
2018-07-30,4분위수,63,77,20028,858,32096,987,34327,15791,2017,31226,21896,36.9,3.4,26.5,31.7,1.6,0,10.4,N
2018-07-31,1분위수,7,56,7473,259,12230,364,12390,6702,576,11484,8548,38,3.5,27.9,32.4,1.6,0,10.2,N
2018-07-31,2분위수,7,91,10362,554,15334,329,15638,9600,781,15392,10956,37.7,3.4,27.4,31.7,1.8,0,10.3,N
2018-07-31,3분위수,21,35,9263,372,11989,504,13507,6968,708,13302,8385,37.4,2.9,26,31.3,1.4,0,11.4,N
2018-07-31,4분위수,35,182,21990,935,32707,1052,36389,16722,1686,32455,23394,37.5,3.2,28,32.2,1.7,0,9.5,N
2018-08-01,1분위수,14,14,7294,252,13497,280,12536,7610,645,11857,9214,40,4,28,33.7,1.6,0,11.9,N
2018-08-01,2분위수,7,56,10234,400,15485,441,17159,7296,1286,16604,9578,39.5,3.4,27.5,33.2,1.5,0,12,N
2018-08-01,3분위수,14,35,8891,406,13082,490,14847,6360,738,13907,8528,39.6,3.1,26.5,32.8,1.2,0,13,N
2018-08-01,4분위수,14,154,22749,1062,36828,1127,39148,18594,1952,34516,26305,39.6,3.5,27.8,33.2,1.5,0,11.8,N
2018-08-02,1분위수,42,28,7767,294,13133,504,12892,7335,540,12123,9148,38.2,3.4,30.5,33.7,1.6,0,7.7,N
